row	Branches	BB	CGB	CGR	IIB	ITEB	LGS	LTG	MEB	OD	OEEB	REB
1609	CGB	false	true	false	false	false	false	false	false	false	false	false
1610	MEB	false	false	false	false	false	false	false	true	false	false	false
1611	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
1612	none	false	false	false	false	false	false	false	false	false	false	false
1613	OEEB	false	false	false	false	false	false	false	false	false	true	false
1614	REB,BB	true	false	false	false	false	false	false	false	false	false	true
1615	MEB	false	false	false	false	false	false	false	true	false	false	false
1616	BB	true	false	false	false	false	false	false	false	false	false	false
1617	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
1618	REB	false	false	false	false	false	false	false	false	false	false	true
1619	none	false	false	false	false	false	false	false	false	false	false	false
1620	MEB	false	false	false	false	false	false	false	true	false	false	false
1621	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
1622	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false
1623	OD,CGR,MEB,CGB	false	true	true	false	false	false	false	true	true	false	false
1624	OEEB	false	false	false	false	false	false	false	false	false	true	false
1625	LTG	false	false	false	false	false	false	true	false	false	false	false
1626	OEEB,MEB,IIB,BB	true	false	false	true	false	false	false	true	false	true	false
1627	CGB	false	true	false	false	false	false	false	false	false	false	false
1628	CGB	false	true	false	false	false	false	false	false	false	false	false
1629	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false
1630	OEEB,ITEB	false	false	false	false	true	false	false	false	false	true	false
1631	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1632	OEEB	false	false	false	false	false	false	false	false	false	true	false
1633	REB,MEB	false	false	false	false	false	false	false	true	false	false	true
1634	OEEB,IIB	false	false	false	true	false	false	false	false	false	true	false
1635	ITEB	false	false	false	false	true	false	false	false	false	false	false
1636	REB,ITEB	false	false	false	false	true	false	false	false	false	false	true
1637	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
1638	OEEB,REB	false	false	false	false	false	false	false	false	false	true	true
1639	IIB	false	false	false	true	false	false	false	false	false	false	false
1640	none	false	false	false	false	false	false	false	false	false	false	false
1641	MEB	false	false	false	false	false	false	false	true	false	false	false
1642	CGB	false	true	false	false	false	false	false	false	false	false	false
1643	none	false	false	false	false	false	false	false	false	false	false	false
1644	OEEB	false	false	false	false	false	false	false	false	false	true	false
1645	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false
1646	MEB	false	false	false	false	false	false	false	true	false	false	false
1647	BB,ITEB,OEEB,OD,MEB	true	false	false	false	true	false	false	true	true	true	false
1648	OD,LGS,ITEB	false	false	false	false	true	true	false	false	true	false	false
1649	REB	false	false	false	false	false	false	false	false	false	false	true
1650	BB,OEEB,LTG,MEB	true	false	false	false	false	false	true	true	false	true	false
1651	BB,OEEB,MEB	true	false	false	false	false	false	false	true	false	true	false
1652	OEEB,IIB,BB,MEB	true	false	false	true	false	false	false	true	false	true	false
1653	MEB	false	false	false	false	false	false	false	true	false	false	false
1654	OEEB,MEB,BB	true	false	false	false	false	false	false	true	false	true	false
1655	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1656	OD,CGR,OEEB,ITEB	false	false	true	false	true	false	false	false	true	true	false
1657	OD,REB,IIB,BB,LGS	true	false	false	true	false	true	false	false	true	false	true
1658	BB,IIB,MEB	true	false	false	true	false	false	false	true	false	false	false
1659	BB	true	false	false	false	false	false	false	false	false	false	false
1660	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
1661	REB	false	false	false	false	false	false	false	false	false	false	true
1662	OD,CGR,LTG,MEB	false	false	true	false	false	false	true	true	true	false	false
1663	MEB	false	false	false	false	false	false	false	true	false	false	false
1664	OEEB,MEB,BB	true	false	false	false	false	false	false	true	false	true	false
1665	MEB	false	false	false	false	false	false	false	true	false	false	false
1666	MEB,IIB	false	false	false	true	false	false	false	true	false	false	false
1667	CGB	false	true	false	false	false	false	false	false	false	false	false
1668	none	false	false	false	false	false	false	false	false	false	false	false
1669	OD,MEB,CGB	false	true	false	false	false	false	false	true	true	false	false
1670	OEEB	false	false	false	false	false	false	false	false	false	true	false
1671	MEB	false	false	false	false	false	false	false	true	false	false	false
1672	none	false	false	false	false	false	false	false	false	false	false	false
1673	CGB	false	true	false	false	false	false	false	false	false	false	false
1674	CGB	false	true	false	false	false	false	false	false	false	false	false
1675	CGB,ITEB	false	true	false	false	true	false	false	false	false	false	false
1676	OD,CGR,LGS,BB,ITEB,CGB,LTG,MEB	true	true	true	false	true	true	true	true	true	false	false
1677	ITEB	false	false	false	false	true	false	false	false	false	false	false
1678	REB	false	false	false	false	false	false	false	false	false	false	true
1679	MEB	false	false	false	false	false	false	false	true	false	false	false
1680	OEEB	false	false	false	false	false	false	false	false	false	true	false
1681	BB,OEEB,MEB	true	false	false	false	false	false	false	true	false	true	false
1682	REB	false	false	false	false	false	false	false	false	false	false	true
1683	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1684	OD,BB,ITEB,REB	true	false	false	false	true	false	false	false	true	false	true
1685	ITEB	false	false	false	false	true	false	false	false	false	false	false
1686	OEEB,ITEB,OD,CGR,BB	true	false	true	false	true	false	false	false	true	true	false
1687	IIB	false	false	false	true	false	false	false	false	false	false	false
1688	OEEB	false	false	false	false	false	false	false	false	false	true	false
1689	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1690	OD,LGS	false	false	false	false	false	true	false	false	true	false	false
1691	REB,ITEB	false	false	false	false	true	false	false	false	false	false	true
1692	ITEB	false	false	false	false	true	false	false	false	false	false	false
1693	OEEB	false	false	false	false	false	false	false	false	false	true	false
1694	BB,ITEB	true	false	false	false	true	false	false	false	false	false	false
1695	none	false	false	false	false	false	false	false	false	false	false	false
1696	BB,ITEB,MEB	true	false	false	false	true	false	false	true	false	false	false
1697	REB	false	false	false	false	false	false	false	false	false	false	true
1698	OEEB,REB,MEB	false	false	false	false	false	false	false	true	false	true	true
1699	BB,CGB,IIB	true	true	false	true	false	false	false	false	false	false	false
1700	none	false	false	false	false	false	false	false	false	false	false	false
1701	IIB	false	false	false	true	false	false	false	false	false	false	false
1702	BB,IIB,MEB	true	false	false	true	false	false	false	true	false	false	false
1703	CGB	false	true	false	false	false	false	false	false	false	false	false
1704	OD,CGB,IIB	false	true	false	true	false	false	false	false	true	false	false
1705	ITEB,MEB	false	false	false	false	true	false	false	true	false	false	false
1706	IIB	false	false	false	true	false	false	false	false	false	false	false
1707	OEEB,ITEB,MEB	false	false	false	false	true	false	false	true	false	true	false
1708	BB,IIB	true	false	false	true	false	false	false	false	false	false	false
1709	MEB	false	false	false	false	false	false	false	true	false	false	false
1710	CGB	false	true	false	false	false	false	false	false	false	false	false
1711	REB	false	false	false	false	false	false	false	false	false	false	true
1712	none	false	false	false	false	false	false	false	false	false	false	false
1713	OEEB,REB	false	false	false	false	false	false	false	false	false	true	true
1714	OD,ITEB,MEB	false	false	false	false	true	false	false	true	true	false	false
1715	OEEB	false	false	false	false	false	false	false	false	false	true	false
1716	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
1717	OEEB,ITEB,MEB	false	false	false	false	true	false	false	true	false	true	false
1718	MEB	false	false	false	false	false	false	false	true	false	false	false
1719	REB	false	false	false	false	false	false	false	false	false	false	true
1720	OEEB,ITEB,REB	false	false	false	false	true	false	false	false	false	true	true
1721	BB	true	false	false	false	false	false	false	false	false	false	false
1722	OD,LGS,CGB,ITEB,OEEB,MEB	false	true	false	false	true	true	false	true	true	true	false
1723	BB,REB	true	false	false	false	false	false	false	false	false	false	true
1724	OEEB,IIB,MEB	false	false	false	true	false	false	false	true	false	true	false
1725	BB,OD,ITEB,LGS,OEEB,MEB	true	false	false	false	true	true	false	true	true	true	false
1726	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
1727	ITEB,BB,MEB	true	false	false	false	true	false	false	true	false	false	false
1728	BB	true	false	false	false	false	false	false	false	false	false	false
1729	MEB,LTG	false	false	false	false	false	false	true	true	false	false	false
1730	MEB	false	false	false	false	false	false	false	true	false	false	false
1731	CGB	false	true	false	false	false	false	false	false	false	false	false
1732	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
1733	CGB	false	true	false	false	false	false	false	false	false	false	false
1734	REB	false	false	false	false	false	false	false	false	false	false	true
1735	CGB	false	true	false	false	false	false	false	false	false	false	false
1736	REB	false	false	false	false	false	false	false	false	false	false	true
1737	ITEB	false	false	false	false	true	false	false	false	false	false	false
1738	OD,ITEB,MEB	false	false	false	false	true	false	false	true	true	false	false
1739	OD,LGS,REB,OEEB,BB,ITEB,MEB	true	false	false	false	true	true	false	true	true	true	true
1740	OD,CGR,BB,LTG,MEB	true	false	true	false	false	false	true	true	true	false	false
1741	CGB	false	true	false	false	false	false	false	false	false	false	false
1742	BB,ITEB	true	false	false	false	true	false	false	false	false	false	false
1743	MEB	false	false	false	false	false	false	false	true	false	false	false
1744	OD,MEB	false	false	false	false	false	false	false	true	true	false	false
1745	none	false	false	false	false	false	false	false	false	false	false	false
1746	REB	false	false	false	false	false	false	false	false	false	false	true
1747	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false
1748	MEB,OD	false	false	false	false	false	false	false	true	true	false	false
1749	BB	true	false	false	false	false	false	false	false	false	false	false
1750	OD,CGR,BB,CGB	true	true	true	false	false	false	false	false	true	false	false
1751	CGB	false	true	false	false	false	false	false	false	false	false	false
1752	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1753	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
1754	BB,REB	true	false	false	false	false	false	false	false	false	false	true
1755	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
1756	BB	true	false	false	false	false	false	false	false	false	false	false
1757	MEB	false	false	false	false	false	false	false	true	false	false	false
1758	CGB	false	true	false	false	false	false	false	false	false	false	false
1759	CGB	false	true	false	false	false	false	false	false	false	false	false
1760	IIB,LTG	false	false	false	true	false	false	true	false	false	false	false
1761	IIB	false	false	false	true	false	false	false	false	false	false	false
1762	LTG,OD,CGR,CGB	false	true	true	false	false	false	true	false	true	false	false
1763	REB	false	false	false	false	false	false	false	false	false	false	true
1764	MEB	false	false	false	false	false	false	false	true	false	false	false
1765	REB	false	false	false	false	false	false	false	false	false	false	true
1766	none	false	false	false	false	false	false	false	false	false	false	false
1767	MEB	false	false	false	false	false	false	false	true	false	false	false
1768	MEB	false	false	false	false	false	false	false	true	false	false	false
1769	MEB	false	false	false	false	false	false	false	true	false	false	false
1770	LTG	false	false	false	false	false	false	true	false	false	false	false
1771	MEB	false	false	false	false	false	false	false	true	false	false	false
1772	OEEB,ITEB	false	false	false	false	true	false	false	false	false	true	false
1773	CGB	false	true	false	false	false	false	false	false	false	false	false
1774	OEEB	false	false	false	false	false	false	false	false	false	true	false
1775	MEB	false	false	false	false	false	false	false	true	false	false	false
1776	BB,REB	true	false	false	false	false	false	false	false	false	false	true
1777	REB,IIB,MEB	false	false	false	true	false	false	false	true	false	false	true
1778	BB,MEB,IIB	true	false	false	true	false	false	false	true	false	false	false
1779	LTG,ITEB	false	false	false	false	true	false	true	false	false	false	false
1780	BB	true	false	false	false	false	false	false	false	false	false	false
1781	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
1782	REB	false	false	false	false	false	false	false	false	false	false	true
1783	BB	true	false	false	false	false	false	false	false	false	false	false
1784	BB,IIB,CGB,OEEB,MEB	true	true	false	true	false	false	false	true	false	true	false
1785	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false
1786	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false
1787	BB,OEEB,IIB	true	false	false	true	false	false	false	false	false	true	false
1788	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
1789	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
1790	BB,OD,CGR,ITEB,LGS,LTG	true	false	true	false	true	true	true	false	true	false	false
1791	REB	false	false	false	false	false	false	false	false	false	false	true
1792	none	false	false	false	false	false	false	false	false	false	false	false
1793	CGB,OD,ITEB	false	true	false	false	true	false	false	false	true	false	false
1794	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1795	REB	false	false	false	false	false	false	false	false	false	false	true
1796	OEEB,OD,LGS	false	false	false	false	false	true	false	false	true	true	false
1797	CGB,ITEB	false	true	false	false	true	false	false	false	false	false	false
1798	CGB	false	true	false	false	false	false	false	false	false	false	false
1799	CGB	false	true	false	false	false	false	false	false	false	false	false
1800	OD,CGR,LGS,IIB,BB,CGB,LTG,MEB	true	true	true	true	false	true	true	true	true	false	false
1801	BB,IIB	true	false	false	true	false	false	false	false	false	false	false
1802	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false
1803	IIB	false	false	false	true	false	false	false	false	false	false	false
1804	REB,MEB	false	false	false	false	false	false	false	true	false	false	true
1805	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
1806	none	false	false	false	false	false	false	false	false	false	false	false
1807	OD,CGR,BB	true	false	true	false	false	false	false	false	true	false	false
1808	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
1809	OD,CGR,BB,MEB	true	false	true	false	false	false	false	true	true	false	false
1810	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
1811	BB,ITEB	true	false	false	false	true	false	false	false	false	false	false
1812	MEB	false	false	false	false	false	false	false	true	false	false	false
1813	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
1814	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
1815	OEEB	false	false	false	false	false	false	false	false	false	true	false
1816	CGB	false	true	false	false	false	false	false	false	false	false	false
1817	ITEB,IIB,BB,MEB	true	false	false	true	true	false	false	true	false	false	false
1818	MEB	false	false	false	false	false	false	false	true	false	false	false
1819	LTG	false	false	false	false	false	false	true	false	false	false	false
1820	MEB	false	false	false	false	false	false	false	true	false	false	false
1821	OD,CGR,IIB	false	false	true	true	false	false	false	false	true	false	false
1822	OEEB	false	false	false	false	false	false	false	false	false	true	false
1823	OD,BB,CGB	true	true	false	false	false	false	false	false	true	false	false
1824	OEEB,IIB,BB,MEB	true	false	false	true	false	false	false	true	false	true	false
1825	CGB	false	true	false	false	false	false	false	false	false	false	false
1826	none	false	false	false	false	false	false	false	false	false	false	false
1827	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
1828	ITEB,BB,OD,CGR,MEB	true	false	true	false	true	false	false	true	true	false	false
1829	BB	true	false	false	false	false	false	false	false	false	false	false
1830	BB,LTG	true	false	false	false	false	false	true	false	false	false	false
1831	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1832	REB	false	false	false	false	false	false	false	false	false	false	true
1833	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1834	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
1835	MEB	false	false	false	false	false	false	false	true	false	false	false
1836	LTG,BB	true	false	false	false	false	false	true	false	false	false	false
1837	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false
1838	REB	false	false	false	false	false	false	false	false	false	false	true
1839	CGB	false	true	false	false	false	false	false	false	false	false	false
1840	IIB,ITEB,CGB,OD,BB	true	true	false	true	true	false	false	false	true	false	false
1841	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
1842	OD,LGS	false	false	false	false	false	true	false	false	true	false	false
1843	REB,OD,LGS	false	false	false	false	false	true	false	false	true	false	true
1844	BB,LTG	true	false	false	false	false	false	true	false	false	false	false
1845	MEB	false	false	false	false	false	false	false	true	false	false	false
1846	ITEB,IIB,BB	true	false	false	true	true	false	false	false	false	false	false
1847	MEB	false	false	false	false	false	false	false	true	false	false	false
1848	IIB	false	false	false	true	false	false	false	false	false	false	false
1849	OEEB,REB	false	false	false	false	false	false	false	false	false	true	true
1850	IIB	false	false	false	true	false	false	false	false	false	false	false
1851	REB	false	false	false	false	false	false	false	false	false	false	true
1852	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false
1853	OEEB	false	false	false	false	false	false	false	false	false	true	false
1854	IIB,MEB,BB	true	false	false	true	false	false	false	true	false	false	false
1855	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
1856	OEEB	false	false	false	false	false	false	false	false	false	true	false
1857	OD,MEB	false	false	false	false	false	false	false	true	true	false	false
1858	ITEB,CGB	false	true	false	false	true	false	false	false	false	false	false
1859	BB	true	false	false	false	false	false	false	false	false	false	false
1860	IIB	false	false	false	true	false	false	false	false	false	false	false
1861	ITEB,CGB,MEB	false	true	false	false	true	false	false	true	false	false	false
1862	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1863	MEB	false	false	false	false	false	false	false	true	false	false	false
1864	MEB	false	false	false	false	false	false	false	true	false	false	false
1865	CGB,OD	false	true	false	false	false	false	false	false	true	false	false
1866	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
1867	BB,ITEB,LTG	true	false	false	false	true	false	true	false	false	false	false
1868	BB	true	false	false	false	false	false	false	false	false	false	false
1869	BB	true	false	false	false	false	false	false	false	false	false	false
1870	BB	true	false	false	false	false	false	false	false	false	false	false
1871	REB	false	false	false	false	false	false	false	false	false	false	true
1872	CGB,IIB,BB,OD	true	true	false	true	false	false	false	false	true	false	false
1873	BB	true	false	false	false	false	false	false	false	false	false	false
1874	REB	false	false	false	false	false	false	false	false	false	false	true
1875	BB	true	false	false	false	false	false	false	false	false	false	false
1876	OD,CGR,BB,ITEB	true	false	true	false	true	false	false	false	true	false	false
1877	OEEB,OD,LGS	false	false	false	false	false	true	false	false	true	true	false
1878	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false
1879	REB,IIB	false	false	false	true	false	false	false	false	false	false	true
1880	none	false	false	false	false	false	false	false	false	false	false	false
1881	MEB,IIB,REB,BB	true	false	false	true	false	false	false	true	false	false	true
1882	LTG,BB,OD,LGS,MEB,ITEB,OEEB	true	false	false	false	true	true	true	true	true	true	false
1883	CGB	false	true	false	false	false	false	false	false	false	false	false
1884	REB	false	false	false	false	false	false	false	false	false	false	true
1885	CGB,IIB	false	true	false	true	false	false	false	false	false	false	false
1886	CGB	false	true	false	false	false	false	false	false	false	false	false
1887	CGB	false	true	false	false	false	false	false	false	false	false	false
1888	CGB	false	true	false	false	false	false	false	false	false	false	false
1889	LTG,CGB	false	true	false	false	false	false	true	false	false	false	false
1890	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
1891	CGB	false	true	false	false	false	false	false	false	false	false	false
1892	BB	true	false	false	false	false	false	false	false	false	false	false
1893	REB	false	false	false	false	false	false	false	false	false	false	true
1894	OEEB	false	false	false	false	false	false	false	false	false	true	false
1895	MEB	false	false	false	false	false	false	false	true	false	false	false
1896	OD,CGR,BB,CGB	true	true	true	false	false	false	false	false	true	false	false
1897	OEEB	false	false	false	false	false	false	false	false	false	true	false
1898	OD,MEB,LTG,BB,OEEB,LGS	true	false	false	false	false	true	true	true	true	true	false
1899	OEEB	false	false	false	false	false	false	false	false	false	true	false
1900	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
1901	ITEB,MEB	false	false	false	false	true	false	false	true	false	false	false
1902	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
1903	REB	false	false	false	false	false	false	false	false	false	false	true
1904	OD,ITEB,MEB	false	false	false	false	true	false	false	true	true	false	false
1905	REB	false	false	false	false	false	false	false	false	false	false	true
1906	CGB	false	true	false	false	false	false	false	false	false	false	false
1907	IIB	false	false	false	true	false	false	false	false	false	false	false
1908	BB,OD,CGR,MEB	true	false	true	false	false	false	false	true	true	false	false
1909	BB,ITEB,LTG	true	false	false	false	true	false	true	false	false	false	false
1910	BB	true	false	false	false	false	false	false	false	false	false	false
1911	CGB	false	true	false	false	false	false	false	false	false	false	false
1912	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false
1913	BB	true	false	false	false	false	false	false	false	false	false	false
1914	none	false	false	false	false	false	false	false	false	false	false	false
1915	none	false	false	false	false	false	false	false	false	false	false	false
1916	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
1917	REB,MEB,OD,LGS,ITEB,OEEB,BB	true	false	false	false	true	true	false	true	true	true	true
1918	REB,ITEB	false	false	false	false	true	false	false	false	false	false	true
1919	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
1920	MEB	false	false	false	false	false	false	false	true	false	false	false
1921	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1922	MEB	false	false	false	false	false	false	false	true	false	false	false
1923	REB	false	false	false	false	false	false	false	false	false	false	true
1924	OD,CGR,LTG,CGB,IIB,BB	true	true	true	true	false	false	true	false	true	false	false
1925	OEEB	false	false	false	false	false	false	false	false	false	true	false
1926	MEB	false	false	false	false	false	false	false	true	false	false	false
1927	MEB	false	false	false	false	false	false	false	true	false	false	false
1928	MEB	false	false	false	false	false	false	false	true	false	false	false
1929	ITEB,BB,OEEB	true	false	false	false	true	false	false	false	false	true	false
1930	REB	false	false	false	false	false	false	false	false	false	false	true
1931	IIB	false	false	false	true	false	false	false	false	false	false	false
1932	BB,MEB,OD,CGB	true	true	false	false	false	false	false	true	true	false	false
1933	none	false	false	false	false	false	false	false	false	false	false	false
1934	LTG,IIB,BB	true	false	false	true	false	false	true	false	false	false	false
1935	CGB,OD,MEB,LTG,OEEB,CGR,LGS,ITEB,BB	true	true	true	false	true	true	true	true	true	true	false
1936	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
1937	LTG,CGB	false	true	false	false	false	false	true	false	false	false	false
1938	OD,CGR,REB,LGS	false	false	true	false	false	true	false	false	true	false	true
1939	OD,ITEB,MEB	false	false	false	false	true	false	false	true	true	false	false
1940	REB,IIB,CGB,OEEB,OD	false	true	false	true	false	false	false	false	true	true	true
1941	CGB	false	true	false	false	false	false	false	false	false	false	false
1942	OD,ITEB,BB,MEB	true	false	false	false	true	false	false	true	true	false	false
1943	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
1944	MEB	false	false	false	false	false	false	false	true	false	false	false
1945	CGB	false	true	false	false	false	false	false	false	false	false	false
1946	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
1947	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1948	BB	true	false	false	false	false	false	false	false	false	false	false
1949	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
1950	IIB,OD,CGR,CGB	false	true	true	true	false	false	false	false	true	false	false
1951	BB	true	false	false	false	false	false	false	false	false	false	false
1952	REB	false	false	false	false	false	false	false	false	false	false	true
1953	REB	false	false	false	false	false	false	false	false	false	false	true
1954	MEB	false	false	false	false	false	false	false	true	false	false	false
1955	MEB	false	false	false	false	false	false	false	true	false	false	false
1956	BB,REB	true	false	false	false	false	false	false	false	false	false	true
1957	MEB	false	false	false	false	false	false	false	true	false	false	false
1958	OEEB	false	false	false	false	false	false	false	false	false	true	false
1959	MEB	false	false	false	false	false	false	false	true	false	false	false
1960	OEEB,LTG	false	false	false	false	false	false	true	false	false	true	false
1961	CGB	false	true	false	false	false	false	false	false	false	false	false
1962	OD,CGR,LGS,OEEB,BB,ITEB,LTG	true	false	true	false	true	true	true	false	true	true	false
1963	MEB,LTG	false	false	false	false	false	false	true	true	false	false	false
1964	OEEB	false	false	false	false	false	false	false	false	false	true	false
1965	BB,IIB,MEB	true	false	false	true	false	false	false	true	false	false	false
1966	MEB	false	false	false	false	false	false	false	true	false	false	false
1967	REB	false	false	false	false	false	false	false	false	false	false	true
1968	REB	false	false	false	false	false	false	false	false	false	false	true
1969	CGB	false	true	false	false	false	false	false	false	false	false	false
1970	REB	false	false	false	false	false	false	false	false	false	false	true
1971	MEB,IIB	false	false	false	true	false	false	false	true	false	false	false
1972	BB	true	false	false	false	false	false	false	false	false	false	false
1973	OD,REB,LGS,OEEB	false	false	false	false	false	true	false	false	true	true	true
1974	IIB,OD,CGR,MEB,CGB,BB	true	true	true	true	false	false	false	true	true	false	false
1975	MEB,ITEB,OEEB	false	false	false	false	true	false	false	true	false	true	false
1976	OD,BB,ITEB,CGB,LTG,LGS,CGR	true	true	true	false	true	true	true	false	true	false	false
1977	LTG	false	false	false	false	false	false	true	false	false	false	false
1978	OD,CGR,LTG,CGB,LGS	false	true	true	false	false	true	true	false	true	false	false
1979	CGB	false	true	false	false	false	false	false	false	false	false	false
1980	MEB	false	false	false	false	false	false	false	true	false	false	false
1981	ITEB,IIB,OD,CGR,CGB,LGS,BB	true	true	true	true	true	true	false	false	true	false	false
1982	ITEB,CGB	false	true	false	false	true	false	false	false	false	false	false
1983	OD,MEB,REB,LGS,OEEB,ITEB	false	false	false	false	true	true	false	true	true	true	true
1984	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1985	IIB	false	false	false	true	false	false	false	false	false	false	false
1986	MEB	false	false	false	false	false	false	false	true	false	false	false
1987	BB,MEB,ITEB,OEEB	true	false	false	false	true	false	false	true	false	true	false
1988	CGB	false	true	false	false	false	false	false	false	false	false	false
1989	BB	true	false	false	false	false	false	false	false	false	false	false
1990	CGB	false	true	false	false	false	false	false	false	false	false	false
1991	MEB,OEEB,REB	false	false	false	false	false	false	false	true	false	true	true
1992	IIB,CGB	false	true	false	true	false	false	false	false	false	false	false
1993	MEB	false	false	false	false	false	false	false	true	false	false	false
1994	REB	false	false	false	false	false	false	false	false	false	false	true
1995	OD,ITEB,LGS	false	false	false	false	true	true	false	false	true	false	false
1996	OD,MEB,LGS,OEEB,CGB	false	true	false	false	false	true	false	true	true	true	false
1997	OD,LGS,BB,CGR,ITEB,CGB	true	true	true	false	true	true	false	false	true	false	false
1998	REB	false	false	false	false	false	false	false	false	false	false	true
1999	REB	false	false	false	false	false	false	false	false	false	false	true
2000	OEEB	false	false	false	false	false	false	false	false	false	true	false
2001	REB	false	false	false	false	false	false	false	false	false	false	true
2002	BB,OD,CGR,ITEB,CGB,LTG	true	true	true	false	true	false	true	false	true	false	false
2003	IIB	false	false	false	true	false	false	false	false	false	false	false
2004	REB	false	false	false	false	false	false	false	false	false	false	true
2005	CGB	false	true	false	false	false	false	false	false	false	false	false
2006	IIB,BB,MEB	true	false	false	true	false	false	false	true	false	false	false
2007	REB	false	false	false	false	false	false	false	false	false	false	true
2008	ITEB	false	false	false	false	true	false	false	false	false	false	false
2009	REB	false	false	false	false	false	false	false	false	false	false	true
2010	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2011	OD	false	false	false	false	false	false	false	false	true	false	false
2012	OD,CGR,OEEB,CGB,MEB,ITEB	false	true	true	false	true	false	false	true	true	true	false
2013	REB	false	false	false	false	false	false	false	false	false	false	true
2014	CGB	false	true	false	false	false	false	false	false	false	false	false
2015	LTG,REB,OD,LGS,CGR,CGB	false	true	true	false	false	true	true	false	true	false	true
2016	OEEB,BB,ITEB	true	false	false	false	true	false	false	false	false	true	false
2017	REB,MEB	false	false	false	false	false	false	false	true	false	false	true
2018	OD	false	false	false	false	false	false	false	false	true	false	false
2019	REB	false	false	false	false	false	false	false	false	false	false	true
2020	IIB,BB,MEB	true	false	false	true	false	false	false	true	false	false	false
2021	IIB,REB,MEB	false	false	false	true	false	false	false	true	false	false	true
2022	MEB	false	false	false	false	false	false	false	true	false	false	false
2023	BB,OD,LGS,REB,MEB,ITEB,OEEB	true	false	false	false	true	true	false	true	true	true	true
2024	OD,CGR,MEB	false	false	true	false	false	false	false	true	true	false	false
2025	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
2026	OEEB	false	false	false	false	false	false	false	false	false	true	false
2027	MEB	false	false	false	false	false	false	false	true	false	false	false
2028	IIB,BB,MEB	true	false	false	true	false	false	false	true	false	false	false
2029	BB,REB	true	false	false	false	false	false	false	false	false	false	true
2030	LTG,OD,CGR,ITEB,OEEB,BB,CGB	true	true	true	false	true	false	true	false	true	true	false
2031	LTG	false	false	false	false	false	false	true	false	false	false	false
2032	CGB	false	true	false	false	false	false	false	false	false	false	false
2033	REB	false	false	false	false	false	false	false	false	false	false	true
