row	Branches	BB	CGB	CGR	IIB	ITEB	LGS	LTG	MEB	OD	OEEB	REB
2758	CGB,MEB,BB	true	true	false	false	false	false	false	true	false	false	false
2759	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
2760	IIB	false	false	false	true	false	false	false	false	false	false	false
2761	IIB	false	false	false	true	false	false	false	false	false	false	false
2762	CGB	false	true	false	false	false	false	false	false	false	false	false
2763	IIB	false	false	false	true	false	false	false	false	false	false	false
2764	LTG,MEB	false	false	false	false	false	false	true	true	false	false	false
2765	BB,REB	true	false	false	false	false	false	false	false	false	false	true
2766	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2767	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2768	OEEB,OD	false	false	false	false	false	false	false	false	true	true	false
2769	CGB	false	true	false	false	false	false	false	false	false	false	false
2770	OEEB	false	false	false	false	false	false	false	false	false	true	false
2771	ITEB	false	false	false	false	true	false	false	false	false	false	false
2772	BB	true	false	false	false	false	false	false	false	false	false	false
2773	MEB	false	false	false	false	false	false	false	true	false	false	false
2774	MEB	false	false	false	false	false	false	false	true	false	false	false
2775	OEEB	false	false	false	false	false	false	false	false	false	true	false
2776	BB,ITEB,REB	true	false	false	false	true	false	false	false	false	false	true
2777	CGB	false	true	false	false	false	false	false	false	false	false	false
2778	BB,ITEB,CGB	true	true	false	false	true	false	false	false	false	false	false
2779	OD,ITEB,MEB	false	false	false	false	true	false	false	true	true	false	false
2780	ITEB,IIB	false	false	false	true	true	false	false	false	false	false	false
2781	BB	true	false	false	false	false	false	false	false	false	false	false
2782	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
2783	MEB	false	false	false	false	false	false	false	true	false	false	false
2784	IIB	false	false	false	true	false	false	false	false	false	false	false
2785	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false
2786	REB	false	false	false	false	false	false	false	false	false	false	true
2787	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
2788	CGB	false	true	false	false	false	false	false	false	false	false	false
2789	CGB	false	true	false	false	false	false	false	false	false	false	false
2790	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
2791	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
2792	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
2793	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2794	REB,OEEB	false	false	false	false	false	false	false	false	false	true	true
2795	OD	false	false	false	false	false	false	false	false	true	false	false
2796	BB,REB,OD,CGB	true	true	false	false	false	false	false	false	true	false	true
2797	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2798	BB,LTG,OD,CGB,MEB	true	true	false	false	false	false	true	true	true	false	false
2799	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2800	ITEB	false	false	false	false	true	false	false	false	false	false	false
2801	CGB	false	true	false	false	false	false	false	false	false	false	false
2802	MEB,IIB	false	false	false	true	false	false	false	true	false	false	false
2803	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false
2804	IIB	false	false	false	true	false	false	false	false	false	false	false
2805	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
2806	MEB	false	false	false	false	false	false	false	true	false	false	false
2807	ITEB,MEB	false	false	false	false	true	false	false	true	false	false	false
2808	REB	false	false	false	false	false	false	false	false	false	false	true
2809	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false
2810	REB	false	false	false	false	false	false	false	false	false	false	true
2811	BB	true	false	false	false	false	false	false	false	false	false	false
2812	REB	false	false	false	false	false	false	false	false	false	false	true
2813	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2814	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
2815	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2816	OEEB	false	false	false	false	false	false	false	false	false	true	false
2817	ITEB,LTG	false	false	false	false	true	false	true	false	false	false	false
2818	REB	false	false	false	false	false	false	false	false	false	false	true
2819	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2820	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false
2821	none	false	false	false	false	false	false	false	false	false	false	false
2822	BB	true	false	false	false	false	false	false	false	false	false	false
2823	OD,ITEB,REB	false	false	false	false	true	false	false	false	true	false	true
2824	MEB	false	false	false	false	false	false	false	true	false	false	false
2825	MEB	false	false	false	false	false	false	false	true	false	false	false
2826	ITEB,CGB	false	true	false	false	true	false	false	false	false	false	false
2827	MEB	false	false	false	false	false	false	false	true	false	false	false
2828	MEB	false	false	false	false	false	false	false	true	false	false	false
2829	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false
2830	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2831	BB	true	false	false	false	false	false	false	false	false	false	false
2832	MEB	false	false	false	false	false	false	false	true	false	false	false
2833	BB,ITEB,REB,IIB	true	false	false	true	true	false	false	false	false	false	true
2834	BB,ITEB,REB	true	false	false	false	true	false	false	false	false	false	true
2835	OEEB,IIB	false	false	false	true	false	false	false	false	false	true	false
2836	MEB	false	false	false	false	false	false	false	true	false	false	false
2837	MEB	false	false	false	false	false	false	false	true	false	false	false
2838	OD,LGS,CGB,ITEB	false	true	false	false	true	true	false	false	true	false	false
2839	MEB	false	false	false	false	false	false	false	true	false	false	false
2840	BB	true	false	false	false	false	false	false	false	false	false	false
2841	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2842	MEB	false	false	false	false	false	false	false	true	false	false	false
2843	BB	true	false	false	false	false	false	false	false	false	false	false
2844	BB	true	false	false	false	false	false	false	false	false	false	false
2845	ITEB	false	false	false	false	true	false	false	false	false	false	false
2846	CGB,MEB,IIB	false	true	false	true	false	false	false	true	false	false	false
2847	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2848	OD,CGR,CGB,LTG	false	true	true	false	false	false	true	false	true	false	false
2849	OD,LGS,OEEB,MEB	false	false	false	false	false	true	false	true	true	true	false
2850	OD,CGR,ITEB,MEB	false	false	true	false	true	false	false	true	true	false	false
2851	REB	false	false	false	false	false	false	false	false	false	false	true
2852	BB,REB,OD,CGB,IIB	true	true	false	true	false	false	false	false	true	false	true
2853	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2854	BB,OD,CGB,MEB,IIB	true	true	false	true	false	false	false	true	true	false	false
2855	REB	false	false	false	false	false	false	false	false	false	false	true
2856	CGB	false	true	false	false	false	false	false	false	false	false	false
2857	OEEB	false	false	false	false	false	false	false	false	false	true	false
2858	OD,REB,LGS	false	false	false	false	false	true	false	false	true	false	true
2859	OEEB	false	false	false	false	false	false	false	false	false	true	false
2860	MEB	false	false	false	false	false	false	false	true	false	false	false
2861	LTG,IIB	false	false	false	true	false	false	true	false	false	false	false
2862	MEB	false	false	false	false	false	false	false	true	false	false	false
2863	IIB	false	false	false	true	false	false	false	false	false	false	false
2864	REB	false	false	false	false	false	false	false	false	false	false	true
2865	REB,OEEB	false	false	false	false	false	false	false	false	false	true	true
2866	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2867	OD,CGR,BB,CGB,LTG	true	true	true	false	false	false	true	false	true	false	false
2868	CGB	false	true	false	false	false	false	false	false	false	false	false
2869	BB,OD,OEEB,CGB,MEB	true	true	false	false	false	false	false	true	true	true	false
2870	OD,LGS	false	false	false	false	false	true	false	false	true	false	false
2871	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2872	BB	true	false	false	false	false	false	false	false	false	false	false
2873	BB,IIB	true	false	false	true	false	false	false	false	false	false	false
2874	OEEB	false	false	false	false	false	false	false	false	false	true	false
2875	OD,BB,ITEB,REB	true	false	false	false	true	false	false	false	true	false	true
2876	REB,MEB,IIB	false	false	false	true	false	false	false	true	false	false	true
2877	BB,REB,MEB,IIB	true	false	false	true	false	false	false	true	false	false	true
2878	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
2879	REB	false	false	false	false	false	false	false	false	false	false	true
2880	none	false	false	false	false	false	false	false	false	false	false	false
2881	BB,OEEB,CGB	true	true	false	false	false	false	false	false	false	true	false
2882	REB	false	false	false	false	false	false	false	false	false	false	true
2883	REB	false	false	false	false	false	false	false	false	false	false	true
2884	BB	true	false	false	false	false	false	false	false	false	false	false
2885	REB	false	false	false	false	false	false	false	false	false	false	true
2886	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2887	OD,LGS,OEEB,CGB,CGR,BB,ITEB	true	true	true	false	true	true	false	false	true	true	false
2888	none	false	false	false	false	false	false	false	false	false	false	false
2889	MEB	false	false	false	false	false	false	false	true	false	false	false
2890	BB,OEEB,MEB	true	false	false	false	false	false	false	true	false	true	false
2891	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
2892	MEB	false	false	false	false	false	false	false	true	false	false	false
2893	MEB	false	false	false	false	false	false	false	true	false	false	false
2894	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2895	LTG,OD,CGR,OEEB,CGB,MEB	false	true	true	false	false	false	true	true	true	true	false
2896	BB,ITEB,REB,MEB	true	false	false	false	true	false	false	true	false	false	true
2897	BB,OD,CGB	true	true	false	false	false	false	false	false	true	false	false
2898	OEEB	false	false	false	false	false	false	false	false	false	true	false
2899	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2900	MEB	false	false	false	false	false	false	false	true	false	false	false
2901	OD,CGR,OEEB,CGB	false	true	true	false	false	false	false	false	true	true	false
2902	MEB	false	false	false	false	false	false	false	true	false	false	false
2903	REB	false	false	false	false	false	false	false	false	false	false	true
2904	BB	true	false	false	false	false	false	false	false	false	false	false
2905	OD,CGR,REB,CGB	false	true	true	false	false	false	false	false	true	false	true
2906	none	false	false	false	false	false	false	false	false	false	false	false
2907	REB	false	false	false	false	false	false	false	false	false	false	true
2908	MEB	false	false	false	false	false	false	false	true	false	false	false
2909	IIB	false	false	false	true	false	false	false	false	false	false	false
2910	IIB	false	false	false	true	false	false	false	false	false	false	false
2911	BB,LTG,OD,CGR,LGS,MEB,IIB,ITEB	true	false	true	true	true	true	true	true	true	false	false
2912	OD,ITEB,REB,MEB	false	false	false	false	true	false	false	true	true	false	true
2913	BB,REB,OD,LGS,OEEB,ITEB	true	false	false	false	true	true	false	false	true	true	true
2914	BB,REB	true	false	false	false	false	false	false	false	false	false	true
2915	CGB	false	true	false	false	false	false	false	false	false	false	false
2916	BB,REB	true	false	false	false	false	false	false	false	false	false	true
2917	BB,OD,LGS,OEEB,MEB,ITEB	true	false	false	false	true	true	false	true	true	true	false
2918	OD,CGB,MEB	false	true	false	false	false	false	false	true	true	false	false
2919	OD,CGB,MEB	false	true	false	false	false	false	false	true	true	false	false
2920	OD,ITEB,MEB	false	false	false	false	true	false	false	true	true	false	false
2921	ITEB	false	false	false	false	true	false	false	false	false	false	false
